Score_Category,Sentiment,Local_Category,Topic_Category,Domain,Global_Classification,Global_Democrat_Count,Global_Republican_Count,Global_Total_Count,Combination_Classification,Combination_Democrat_Count,Combination_Republican_Count,Combination_Total_Count,Score
high,Negative,non_local,Non Politics,www.staradvertiser.com,Democrat,86,1,87,Democrat,1,0,1,100
high,Positive,all,Mixed,www.stamfordadvocate.com,Democrat,3,0,3,Democrat,1,0,1,100
high,Positive,local,Mixed,www.stamfordadvocate.com,Democrat,3,0,3,Democrat,1,0,1,100
high,Negative,all,Mixed,www.stamfordadvocate.com,Democrat,3,0,3,Democrat,2,0,2,100
high,Negative,non_local,Mixed,www.stamfordadvocate.com,Democrat,3,0,3,Democrat,2,0,2,100
high,Positive,all,Non Politics,www.sportscasting.com,Republican,0,1,1,Republican,0,1,1,100
high,Positive,local,Non Politics,www.sportscasting.com,Republican,0,1,1,Republican,0,1,1,100
high,Positive,all,Non Politics,www.sportingnews.com,Republican,0,2,2,Republican,0,1,1,100
high,Positive,non_local,Non Politics,www.sportingnews.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,all,Mixed,www.sportingnews.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,local,Mixed,www.sportingnews.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,all,Politics,www.spiked-online.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,all,Non Politics,www.spiked-online.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,local,Politics,www.spiked-online.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,non_local,Non Politics,www.spiked-online.com,Republican,0,2,2,Republican,0,1,1,100
high,Negative,all,Non Politics,www.spectrumlocalnews.com,Republican,0,1,1,Republican,0,1,1,100
high,Negative,local,Non Politics,www.spectrumlocalnews.com,Republican,0,1,1,Republican,0,1,1,100
high,Positive,all,Politics,www.space.com,Both,10,14,24,Republican,1,2,3,87.5
high,Positive,all,Mixed,www.space.com,Both,10,14,24,Both,5,6,11,87.5
high,Positive,all,Non Politics,www.space.com,Both,10,14,24,Both,4,6,10,87.5
high,Positive,local,Mixed,www.space.com,Both,10,14,24,Both,2,3,5,87.5
high,Positive,local,Politics,www.space.com,Both,10,14,24,Republican,0,2,2,87.5
high,Positive,local,Non Politics,www.space.com,Both,10,14,24,Democrat,2,1,3,87.5
high,Positive,non_local,Politics,www.space.com,Both,10,14,24,Democrat,1,0,1,87.5
high,Positive,non_local,Mixed,www.space.com,Both,10,14,24,Both,3,3,6,87.5
high,Positive,non_local,Non Politics,www.space.com,Both,10,14,24,Republican,2,5,7,87.5
high,Positive,all,Politics,www.southwhidbeyrecord.com,Democrat,3,0,3,Democrat,1,0,1,87.5
high,Positive,all,Mixed,www.southwhidbeyrecord.com,Democrat,3,0,3,Democrat,2,0,2,87.5
high,Positive,local,Mixed,www.southwhidbeyrecord.com,Democrat,3,0,3,Democrat,2,0,2,87.5
high,Positive,local,Politics,www.southwhidbeyrecord.com,Democrat,3,0,3,Democrat,1,0,1,87.5
low,Positive,all,Non Politics,www.southernliving.com,Republican,0,8,8,Republican,0,7,7,77.5
low,Positive,all,Mixed,www.southernliving.com,Republican,0,8,8,Republican,0,1,1,77.5
low,Positive,local,Non Politics,www.southernliving.com,Republican,0,8,8,Republican,0,1,1,77.5
low,Positive,non_local,Mixed,www.southernliving.com,Republican,0,8,8,Republican,0,1,1,77.5
low,Positive,non_local,Non Politics,www.southernliving.com,Republican,0,8,8,Republican,0,6,6,77.5
high,Positive,all,Politics,www.southbendtribune.com,Republican,0,3,3,Republican,0,2,2,100
high,Positive,all,Mixed,www.southbendtribune.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,local,Mixed,www.southbendtribune.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,local,Politics,www.southbendtribune.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,non_local,Politics,www.southbendtribune.com,Republican,0,3,3,Republican,0,1,1,100
high,Positive,all,Mixed,www.sooeveningnews.com,Democrat,1,0,1,Democrat,1,0,1,95
high,Positive,local,Mixed,www.sooeveningnews.com,Democrat,1,0,1,Democrat,1,0,1,95
high,Positive,all,Politics,www.snopes.com,Democrat,8,5,13,Democrat,2,1,3,95
high,Positive,all,Mixed,www.snopes.com,Democrat,8,5,13,Democrat,2,0,2,95
high,Positive,local,Politics,www.snopes.com,Democrat,8,5,13,Democrat,1,0,1,95
high,Positive,non_local,Politics,www.snopes.com,Democrat,8,5,13,Both,1,1,2,95
high,Positive,non_local,Mixed,www.snopes.com,Democrat,8,5,13,Democrat,2,0,2,95
high,Negative,all,Politics,www.snopes.com,Democrat,8,5,13,Both,2,3,5,95
high,Negative,all,Mixed,www.snopes.com,Democrat,8,5,13,Democrat,2,1,3,95
high,Negative,local,Mixed,www.snopes.com,Democrat,8,5,13,Democrat,1,0,1,95
high,Negative,local,Politics,www.snopes.com,Democrat,8,5,13,Republican,0,1,1,95
high,Negative,non_local,Politics,www.snopes.com,Democrat,8,5,13,Both,2,2,4,95
high,Negative,non_local,Mixed,www.snopes.com,Democrat,8,5,13,Both,1,1,2,95
high,Positive,all,Politics,www.smithsonianmag.com,Democrat,21,8,29,Both,3,2,5,100
high,Positive,all,Mixed,www.smithsonianmag.com,Democrat,21,8,29,Democrat,2,0,2,100
high,Positive,all,Non Politics,www.smithsonianmag.com,Democrat,21,8,29,Democrat,12,6,18,100
high,Positive,local,Mixed,www.smithsonianmag.com,Democrat,21,8,29,Democrat,1,0,1,100
high,Positive,local,Politics,www.smithsonianmag.com,Democrat,21,8,29,Both,1,1,2,100
high,Positive,local,Non Politics,www.smithsonianmag.com,Democrat,21,8,29,Both,5,4,9,100
high,Positive,non_local,Politics,www.smithsonianmag.com,Democrat,21,8,29,Democrat,2,1,3,100
high,Positive,non_local,Mixed,www.smithsonianmag.com,Democrat,21,8,29,Democrat,1,0,1,100
high,Positive,non_local,Non Politics,www.smithsonianmag.com,Democrat,21,8,29,Democrat,7,2,9,100
high,Negative,all,Politics,www.smithsonianmag.com,Democrat,21,8,29,Democrat,1,0,1,100
high,Negative,all,Mixed,www.smithsonianmag.com,Democrat,21,8,29,Democrat,2,0,2,100
high,Negative,all,Non Politics,www.smithsonianmag.com,Democrat,21,8,29,Democrat,1,0,1,100
high,Negative,local,Mixed,www.smithsonianmag.com,Democrat,21,8,29,Democrat,2,0,2,100
high,Negative,non_local,Politics,www.smithsonianmag.com,Democrat,21,8,29,Democrat,1,0,1,100
high,Negative,non_local,Non Politics,www.smithsonianmag.com,Democrat,21,8,29,Democrat,1,0,1,100
low,Positive,all,Mixed,www.smithfieldtimes.com,Democrat,1,0,1,Democrat,1,0,1,72.5
low,Positive,non_local,Mixed,www.smithfieldtimes.com,Democrat,1,0,1,Democrat,1,0,1,72.5
high,Positive,all,Politics,www.sltrib.com,Republican,22,84,106,Republican,9,30,39,100
high,Positive,all,Mixed,www.sltrib.com,Republican,22,84,106,Republican,5,30,35,100
high,Positive,all,Non Politics,www.sltrib.com,Republican,22,84,106,Republican,2,8,10,100
high,Positive,local,Mixed,www.sltrib.com,Republican,22,84,106,Republican,3,18,21,100
high,Positive,local,Politics,www.sltrib.com,Republican,22,84,106,Republican,6,16,22,100
high,Positive,local,Non Politics,www.sltrib.com,Republican,22,84,106,Republican,1,6,7,100
high,Positive,non_local,Politics,www.sltrib.com,Republican,22,84,106,Republican,3,14,17,100
high,Positive,non_local,Mixed,www.sltrib.com,Republican,22,84,106,Republican,2,12,14,100
high,Positive,non_local,Non Politics,www.sltrib.com,Republican,22,84,106,Republican,1,2,3,100
high,Negative,all,Politics,www.sltrib.com,Republican,22,84,106,Republican,2,8,10,100
high,Negative,all,Mixed,www.sltrib.com,Republican,22,84,106,Republican,4,7,11,100
high,Negative,all,Non Politics,www.sltrib.com,Republican,22,84,106,Republican,0,1,1,100
high,Negative,local,Mixed,www.sltrib.com,Republican,22,84,106,Republican,1,2,3,100
high,Negative,local,Politics,www.sltrib.com,Republican,22,84,106,Republican,1,4,5,100
high,Negative,non_local,Politics,www.sltrib.com,Republican,22,84,106,Republican,1,4,5,100
high,Negative,non_local,Mixed,www.sltrib.com,Republican,22,84,106,Republican,3,5,8,100
high,Negative,non_local,Non Politics,www.sltrib.com,Republican,22,84,106,Republican,0,1,1,100
high,Positive,all,Mixed,www.skyhinews.com,Democrat,12,1,13,Democrat,8,1,9,100
high,Positive,all,Non Politics,www.skyhinews.com,Democrat,12,1,13,Democrat,3,0,3,100
high,Positive,local,Mixed,www.skyhinews.com,Democrat,12,1,13,Democrat,6,1,7,100
high,Positive,local,Non Politics,www.skyhinews.com,Democrat,12,1,13,Democrat,3,0,3,100
high,Positive,non_local,Mixed,www.skyhinews.com,Democrat,12,1,13,Democrat,2,0,2,100
high,Negative,all,Mixed,www.skyhinews.com,Democrat,12,1,13,Democrat,1,0,1,100
high,Negative,local,Mixed,www.skyhinews.com,Democrat,12,1,13,Democrat,1,0,1,100
high,Positive,all,Politics,www.sj-r.com,Democrat,19,6,25,Democrat,7,0,7,100
high,Positive,all,Mixed,www.sj-r.com,Democrat,19,6,25,Democrat,8,4,12,100
high,Positive,all,Non Politics,www.sj-r.com,Democrat,19,6,25,Democrat,2,0,2,100
high,Positive,local,Mixed,www.sj-r.com,Democrat,19,6,25,Both,5,4,9,100
high,Positive,local,Politics,www.sj-r.com,Democrat,19,6,25,Democrat,6,0,6,100
high,Positive,local,Non Politics,www.sj-r.com,Democrat,19,6,25,Democrat,2,0,2,100
high,Positive,non_local,Politics,www.sj-r.com,Democrat,19,6,25,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.sj-r.com,Democrat,19,6,25,Democrat,3,0,3,100
high,Negative,all,Politics,www.sj-r.com,Democrat,19,6,25,Republican,0,1,1,100
high,Negative,all,Mixed,www.sj-r.com,Democrat,19,6,25,Democrat,2,1,3,100
high,Negative,local,Mixed,www.sj-r.com,Democrat,19,6,25,Democrat,2,0,2,100
high,Negative,local,Politics,www.sj-r.com,Democrat,19,6,25,Republican,0,1,1,100
high,Negative,non_local,Mixed,www.sj-r.com,Democrat,19,6,25,Republican,0,1,1,100
high,Positive,all,Politics,www.silive.com,Democrat,242,76,318,Democrat,19,9,28,100
high,Positive,all,Mixed,www.silive.com,Democrat,242,76,318,Democrat,127,35,162,100
high,Positive,all,Non Politics,www.silive.com,Democrat,242,76,318,Democrat,23,10,33,100
high,Positive,local,Mixed,www.silive.com,Democrat,242,76,318,Democrat,90,26,116,100
high,Positive,local,Politics,www.silive.com,Democrat,242,76,318,Democrat,15,6,21,100
high,Positive,local,Non Politics,www.silive.com,Democrat,242,76,318,Democrat,17,6,23,100
high,Positive,non_local,Politics,www.silive.com,Democrat,242,76,318,Both,4,3,7,100
high,Positive,non_local,Mixed,www.silive.com,Democrat,242,76,318,Democrat,37,9,46,100
high,Positive,non_local,Non Politics,www.silive.com,Democrat,242,76,318,Both,6,4,10,100
high,Negative,all,Politics,www.silive.com,Democrat,242,76,318,Democrat,13,3,16,100
high,Negative,all,Mixed,www.silive.com,Democrat,242,76,318,Democrat,52,18,70,100
high,Negative,all,Non Politics,www.silive.com,Democrat,242,76,318,Democrat,8,1,9,100
high,Negative,local,Mixed,www.silive.com,Democrat,242,76,318,Democrat,35,12,47,100
high,Negative,local,Non Politics,www.silive.com,Democrat,242,76,318,Democrat,4,1,5,100
high,Negative,local,Politics,www.silive.com,Democrat,242,76,318,Democrat,10,3,13,100
high,Negative,non_local,Politics,www.silive.com,Democrat,242,76,318,Democrat,3,0,3,100
high,Negative,non_local,Mixed,www.silive.com,Democrat,242,76,318,Democrat,17,6,23,100
high,Negative,non_local,Non Politics,www.silive.com,Democrat,242,76,318,Democrat,4,0,4,100
high,Positive,all,Mixed,www.siliconvalley.com,Democrat,1,0,1,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.siliconvalley.com,Democrat,1,0,1,Democrat,1,0,1,100
high,Positive,all,Mixed,www.sierrasun.com,Republican,0,2,2,Republican,0,2,2,100
high,Positive,local,Mixed,www.sierrasun.com,Republican,0,2,2,Republican,0,2,2,100
high,Positive,all,Mixed,www.sidneydailynews.com,Republican,0,2,2,Republican,0,2,2,92.5
high,Positive,local,Mixed,www.sidneydailynews.com,Republican,0,2,2,Republican,0,1,1,92.5
high,Positive,non_local,Mixed,www.sidneydailynews.com,Republican,0,2,2,Republican,0,1,1,92.5
high,Positive,all,Mixed,www.si.com,Republican,18,28,46,Both,10,13,23,82.5
high,Positive,all,Non Politics,www.si.com,Republican,18,28,46,Republican,2,12,14,82.5
high,Positive,local,Mixed,www.si.com,Republican,18,28,46,Republican,1,7,8,82.5
high,Positive,local,Non Politics,www.si.com,Republican,18,28,46,Republican,0,4,4,82.5
high,Positive,non_local,Mixed,www.si.com,Republican,18,28,46,Both,9,6,15,82.5
high,Positive,non_local,Non Politics,www.si.com,Republican,18,28,46,Republican,2,8,10,82.5
high,Negative,all,Politics,www.si.com,Republican,18,28,46,Democrat,2,0,2,82.5
high,Negative,all,Mixed,www.si.com,Republican,18,28,46,Both,3,3,6,82.5
high,Negative,all,Non Politics,www.si.com,Republican,18,28,46,Democrat,1,0,1,82.5
high,Negative,local,Mixed,www.si.com,Republican,18,28,46,Democrat,1,0,1,82.5
high,Negative,non_local,Politics,www.si.com,Republican,18,28,46,Democrat,2,0,2,82.5
high,Negative,non_local,Mixed,www.si.com,Republican,18,28,46,Both,2,3,5,82.5
high,Negative,non_local,Non Politics,www.si.com,Republican,18,28,46,Democrat,1,0,1,82.5
high,Positive,all,Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,6,6,100
high,Positive,all,Mixed,www.shreveporttimes.com,Republican,1,28,29,Republican,1,15,16,100
high,Positive,all,Non Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,2,2,100
high,Positive,local,Mixed,www.shreveporttimes.com,Republican,1,28,29,Republican,0,11,11,100
high,Positive,local,Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,3,3,100
high,Positive,local,Non Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,1,1,100
high,Positive,non_local,Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,3,3,100
high,Positive,non_local,Mixed,www.shreveporttimes.com,Republican,1,28,29,Republican,1,4,5,100
high,Positive,non_local,Non Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,1,1,100
high,Negative,all,Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,1,1,100
high,Negative,all,Mixed,www.shreveporttimes.com,Republican,1,28,29,Republican,0,3,3,100
high,Negative,all,Non Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,1,1,100
high,Negative,non_local,Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,1,1,100
high,Negative,non_local,Mixed,www.shreveporttimes.com,Republican,1,28,29,Republican,0,3,3,100
high,Negative,non_local,Non Politics,www.shreveporttimes.com,Republican,1,28,29,Republican,0,1,1,100
high,Positive,all,Politics,www.shorenewsnetwork.com,Both,2,2,4,Republican,1,2,3,87.5
high,Positive,local,Politics,www.shorenewsnetwork.com,Both,2,2,4,Democrat,1,0,1,87.5
high,Positive,non_local,Politics,www.shorenewsnetwork.com,Both,2,2,4,Republican,0,2,2,87.5
high,Negative,all,Politics,www.shorenewsnetwork.com,Both,2,2,4,Democrat,1,0,1,87.5
high,Negative,local,Politics,www.shorenewsnetwork.com,Both,2,2,4,Democrat,1,0,1,87.5
low,Positive,all,Politics,www.shondaland.com,Democrat,3,0,3,Democrat,1,0,1,75
low,Positive,all,Mixed,www.shondaland.com,Democrat,3,0,3,Democrat,1,0,1,75
low,Positive,non_local,Politics,www.shondaland.com,Democrat,3,0,3,Democrat,1,0,1,75
low,Positive,non_local,Mixed,www.shondaland.com,Democrat,3,0,3,Democrat,1,0,1,75
low,Negative,all,Politics,www.shondaland.com,Democrat,3,0,3,Democrat,1,0,1,75
low,Negative,non_local,Politics,www.shondaland.com,Democrat,3,0,3,Democrat,1,0,1,75
high,Positive,all,Politics,www.shelbystar.com,Republican,0,1,1,Republican,0,1,1,100
high,Positive,non_local,Politics,www.shelbystar.com,Republican,0,1,1,Republican,0,1,1,100
low,Positive,all,Politics,www.shelbycountyreporter.com,Republican,0,12,12,Republican,0,1,1,72.5
low,Positive,all,Non Politics,www.shelbycountyreporter.com,Republican,0,12,12,Republican,0,2,2,72.5
low,Positive,all,Mixed,www.shelbycountyreporter.com,Republican,0,12,12,Republican,0,9,9,72.5
low,Positive,local,Non Politics,www.shelbycountyreporter.com,Republican,0,12,12,Republican,0,2,2,72.5
low,Positive,local,Politics,www.shelbycountyreporter.com,Republican,0,12,12,Republican,0,1,1,72.5
low,Positive,local,Mixed,www.shelbycountyreporter.com,Republican,0,12,12,Republican,0,8,8,72.5
low,Positive,non_local,Mixed,www.shelbycountyreporter.com,Republican,0,12,12,Republican,0,1,1,72.5
high,Positive,all,Mixed,www.sheknows.com,Democrat,1,0,1,Democrat,1,0,1,87.5
high,Positive,non_local,Mixed,www.sheknows.com,Democrat,1,0,1,Democrat,1,0,1,87.5
high,Positive,all,Politics,www.sheboyganpress.com,Both,1,1,2,Republican,0,1,1,95
high,Positive,all,Mixed,www.sheboyganpress.com,Both,1,1,2,Democrat,1,0,1,95
high,Positive,local,Mixed,www.sheboyganpress.com,Both,1,1,2,Democrat,1,0,1,95
high,Positive,non_local,Politics,www.sheboyganpress.com,Both,1,1,2,Republican,0,1,1,95
high,Positive,all,Politics,www.shawlocal.com,Democrat,10,2,12,Both,1,1,2,100
high,Positive,all,Mixed,www.shawlocal.com,Democrat,10,2,12,Democrat,7,0,7,100
high,Positive,all,Non Politics,www.shawlocal.com,Democrat,10,2,12,Democrat,2,0,2,100
high,Positive,local,Mixed,www.shawlocal.com,Democrat,10,2,12,Democrat,6,0,6,100
high,Positive,local,Politics,www.shawlocal.com,Democrat,10,2,12,Republican,0,1,1,100
high,Positive,local,Non Politics,www.shawlocal.com,Democrat,10,2,12,Democrat,2,0,2,100
high,Positive,non_local,Politics,www.shawlocal.com,Democrat,10,2,12,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.shawlocal.com,Democrat,10,2,12,Democrat,1,0,1,100
high,Negative,all,Politics,www.shawlocal.com,Democrat,10,2,12,Republican,0,1,1,100
high,Negative,non_local,Politics,www.shawlocal.com,Democrat,10,2,12,Republican,0,1,1,100
high,Positive,all,Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,5,0,5,100
high,Positive,all,Mixed,www.sgvtribune.com,Democrat,19,0,19,Democrat,7,0,7,100
high,Positive,all,Non Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,3,0,3,100
high,Positive,local,Mixed,www.sgvtribune.com,Democrat,19,0,19,Democrat,1,0,1,100
high,Positive,local,Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,4,0,4,100
high,Positive,local,Non Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,1,0,1,100
high,Positive,non_local,Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.sgvtribune.com,Democrat,19,0,19,Democrat,6,0,6,100
high,Positive,non_local,Non Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,2,0,2,100
high,Negative,all,Mixed,www.sgvtribune.com,Democrat,19,0,19,Democrat,2,0,2,100
high,Negative,all,Non Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,2,0,2,100
high,Negative,local,Mixed,www.sgvtribune.com,Democrat,19,0,19,Democrat,2,0,2,100
high,Negative,non_local,Non Politics,www.sgvtribune.com,Democrat,19,0,19,Democrat,2,0,2,100
high,Positive,all,Politics,www.sfgate.com,Democrat,41,11,52,Democrat,6,0,6,100
high,Positive,all,Mixed,www.sfgate.com,Democrat,41,11,52,Democrat,18,8,26,100
high,Positive,all,Non Politics,www.sfgate.com,Democrat,41,11,52,Democrat,5,2,7,100
high,Positive,local,Mixed,www.sfgate.com,Democrat,41,11,52,Democrat,7,3,10,100
high,Positive,local,Politics,www.sfgate.com,Democrat,41,11,52,Democrat,2,0,2,100
high,Positive,local,Non Politics,www.sfgate.com,Democrat,41,11,52,Democrat,3,1,4,100
high,Positive,non_local,Politics,www.sfgate.com,Democrat,41,11,52,Democrat,4,0,4,100
high,Positive,non_local,Mixed,www.sfgate.com,Democrat,41,11,52,Democrat,11,5,16,100
high,Positive,non_local,Non Politics,www.sfgate.com,Democrat,41,11,52,Democrat,2,1,3,100
high,Negative,all,Politics,www.sfgate.com,Democrat,41,11,52,Democrat,3,0,3,100
high,Negative,all,Mixed,www.sfgate.com,Democrat,41,11,52,Democrat,6,1,7,100
high,Negative,all,Non Politics,www.sfgate.com,Democrat,41,11,52,Democrat,3,0,3,100
high,Negative,local,Mixed,www.sfgate.com,Democrat,41,11,52,Democrat,1,0,1,100
high,Negative,local,Non Politics,www.sfgate.com,Democrat,41,11,52,Democrat,2,0,2,100
high,Negative,non_local,Politics,www.sfgate.com,Democrat,41,11,52,Democrat,3,0,3,100
high,Negative,non_local,Mixed,www.sfgate.com,Democrat,41,11,52,Democrat,5,1,6,100
high,Negative,non_local,Non Politics,www.sfgate.com,Democrat,41,11,52,Democrat,1,0,1,100
high,Positive,all,Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,46,2,48,100
high,Positive,all,Mixed,www.sfchronicle.com,Democrat,285,18,303,Democrat,105,8,113,100
high,Positive,all,Non Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,27,0,27,100
high,Positive,local,Mixed,www.sfchronicle.com,Democrat,285,18,303,Democrat,65,5,70,100
high,Positive,local,Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,13,2,15,100
high,Positive,local,Non Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,10,0,10,100
high,Positive,non_local,Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,33,0,33,100
high,Positive,non_local,Mixed,www.sfchronicle.com,Democrat,285,18,303,Democrat,40,3,43,100
high,Positive,non_local,Non Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,17,0,17,100
high,Negative,all,Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,26,3,29,100
high,Negative,all,Mixed,www.sfchronicle.com,Democrat,285,18,303,Democrat,70,5,75,100
high,Negative,all,Non Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,11,0,11,100
high,Negative,local,Mixed,www.sfchronicle.com,Democrat,285,18,303,Democrat,33,4,37,100
high,Negative,local,Non Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,3,0,3,100
high,Negative,local,Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,4,1,5,100
high,Negative,non_local,Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,22,2,24,100
high,Negative,non_local,Mixed,www.sfchronicle.com,Democrat,285,18,303,Democrat,37,1,38,100
high,Negative,non_local,Non Politics,www.sfchronicle.com,Democrat,285,18,303,Democrat,8,0,8,100
low,Positive,all,Mixed,www.seventeen.com,Democrat,1,0,1,Democrat,1,0,1,67.5
low,Positive,local,Mixed,www.seventeen.com,Democrat,1,0,1,Democrat,1,0,1,67.5
high,Positive,all,Politics,www.sevendaysvt.com,Democrat,16,1,17,Democrat,4,0,4,100
high,Positive,all,Mixed,www.sevendaysvt.com,Democrat,16,1,17,Democrat,5,1,6,100
high,Positive,all,Non Politics,www.sevendaysvt.com,Democrat,16,1,17,Democrat,6,0,6,100
high,Positive,local,Mixed,www.sevendaysvt.com,Democrat,16,1,17,Democrat,4,1,5,100
high,Positive,local,Politics,www.sevendaysvt.com,Democrat,16,1,17,Democrat,2,0,2,100
high,Positive,local,Non Politics,www.sevendaysvt.com,Democrat,16,1,17,Democrat,6,0,6,100
high,Positive,non_local,Politics,www.sevendaysvt.com,Democrat,16,1,17,Democrat,2,0,2,100
high,Positive,non_local,Mixed,www.sevendaysvt.com,Democrat,16,1,17,Democrat,1,0,1,100
high,Negative,all,Politics,www.sevendaysvt.com,Democrat,16,1,17,Democrat,1,0,1,100
high,Negative,local,Politics,www.sevendaysvt.com,Democrat,16,1,17,Democrat,1,0,1,100
high,Positive,all,Mixed,www.sequimgazette.com,Democrat,5,0,5,Democrat,5,0,5,87.5
high,Positive,local,Mixed,www.sequimgazette.com,Democrat,5,0,5,Democrat,4,0,4,87.5
high,Positive,non_local,Mixed,www.sequimgazette.com,Democrat,5,0,5,Democrat,1,0,1,87.5
high,Positive,all,Mixed,www.sentinelcolorado.com,Democrat,1,0,1,Democrat,1,0,1,92.5
high,Positive,non_local,Mixed,www.sentinelcolorado.com,Democrat,1,0,1,Democrat,1,0,1,92.5
high,Positive,all,Politics,www.sentinelandenterprise.com,Democrat,4,0,4,Democrat,2,0,2,92.5
high,Positive,all,Mixed,www.sentinelandenterprise.com,Democrat,4,0,4,Democrat,1,0,1,92.5
high,Positive,all,Non Politics,www.sentinelandenterprise.com,Democrat,4,0,4,Democrat,1,0,1,92.5
high,Positive,local,Mixed,www.sentinelandenterprise.com,Democrat,4,0,4,Democrat,1,0,1,92.5
high,Positive,local,Politics,www.sentinelandenterprise.com,Democrat,4,0,4,Democrat,2,0,2,92.5
high,Positive,non_local,Non Politics,www.sentinelandenterprise.com,Democrat,4,0,4,Democrat,1,0,1,92.5
low,Positive,all,Politics,www.selmatimesjournal.com,Democrat,6,2,8,Democrat,2,1,3,72.5
low,Positive,all,Mixed,www.selmatimesjournal.com,Democrat,6,2,8,Democrat,3,1,4,72.5
low,Positive,local,Politics,www.selmatimesjournal.com,Democrat,6,2,8,Democrat,1,0,1,72.5
low,Positive,local,Mixed,www.selmatimesjournal.com,Democrat,6,2,8,Democrat,2,1,3,72.5
low,Positive,non_local,Politics,www.selmatimesjournal.com,Democrat,6,2,8,Both,1,1,2,72.5
low,Positive,non_local,Mixed,www.selmatimesjournal.com,Democrat,6,2,8,Democrat,1,0,1,72.5
low,Negative,all,Mixed,www.selmatimesjournal.com,Democrat,6,2,8,Democrat,1,0,1,72.5
low,Negative,local,Mixed,www.selmatimesjournal.com,Democrat,6,2,8,Democrat,1,0,1,72.5
high,Positive,all,Mixed,www.self.com,Democrat,2,0,2,Democrat,2,0,2,92.5
high,Positive,non_local,Mixed,www.self.com,Democrat,2,0,2,Democrat,2,0,2,92.5
low,Positive,all,Mixed,www.sebgorka.com,Republican,0,1,1,Republican,0,1,1,32.5
low,Positive,non_local,Mixed,www.sebgorka.com,Republican,0,1,1,Republican,0,1,1,32.5
high,Positive,all,Politics,www.seacoastonline.com,Democrat,85,1,86,Democrat,16,0,16,100
high,Positive,all,Mixed,www.seacoastonline.com,Democrat,85,1,86,Democrat,34,1,35,100
high,Positive,all,Non Politics,www.seacoastonline.com,Democrat,85,1,86,Democrat,31,0,31,100
high,Positive,local,Mixed,www.seacoastonline.com,Democrat,85,1,86,Democrat,27,0,27,100
high,Positive,local,Politics,www.seacoastonline.com,Democrat,85,1,86,Democrat,12,0,12,100
high,Positive,local,Non Politics,www.seacoastonline.com,Democrat,85,1,86,Democrat,24,0,24,100
high,Positive,non_local,Politics,www.seacoastonline.com,Democrat,85,1,86,Democrat,4,0,4,100
high,Positive,non_local,Mixed,www.seacoastonline.com,Democrat,85,1,86,Democrat,7,1,8,100
high,Positive,non_local,Non Politics,www.seacoastonline.com,Democrat,85,1,86,Democrat,7,0,7,100
high,Negative,all,Mixed,www.seacoastonline.com,Democrat,85,1,86,Democrat,4,0,4,100
high,Negative,local,Mixed,www.seacoastonline.com,Democrat,85,1,86,Democrat,3,0,3,100
high,Negative,non_local,Mixed,www.seacoastonline.com,Democrat,85,1,86,Democrat,1,0,1,100
high,Positive,all,Politics,www.sctimes.com,Republican,9,53,62,Republican,2,6,8,100
